"banner_image","fullname","images/0","images/1","images/2","images/3","in_reply_to/0","in_reply_to/1","in_reply_to/2","in_reply_to/3","language","likes","num_followers","num_following","query","quotes","replies","retweets","text","timestamp","total_likes","total_tweets","tweet_avatar","tweet_hashtags/0","tweet_hashtags/1","tweet_hashtags/2","tweet_hashtags/3","tweet_hashtags/4","tweet_hashtags/5","tweet_hashtags/6","tweet_hashtags/7","tweet_hashtags/8","tweet_hashtags/9","tweet_hashtags/10","tweet_hashtags/11","tweet_hashtags/12","tweet_hashtags/13","tweet_id","tweet_links/0","tweet_links/1","tweet_links/2","tweet_mentions/0","tweet_mentions/1","url","username"
,"Soldier Of Fortune🚶",,,,,"@irfan_gilang22",,,,"sq","0",,,"Gojek lang:in","0","0","0","Iyesss grab gojek copas fitur dari kompetitor","2023-10-30 16:00:00+00:00",,,"https://pbs.twimg.com/profile_images/1569009144031776769/gwqhtud9_400x400.jpg",,,,,,,,,,,,,,,"1719021420150415568",,,,,,"https://twitter.com/zimbabwedriver/status/1719021420150415568","@zimbabwedriver"
,"c'",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","ugh jam 11 lewat nih nyampe ui, gerbang fiks ditutup, pesen gojek/grab bike di up atau ui ?? 🥲","2023-10-30 15:57:00+00:00",,,"https://pbs.twimg.com/profile_images/1706397389354082305/cc7j2-4k_400x400.jpg",,,,,,,,,,,,,,,"1719020811775099115",,,,,,"https://twitter.com/yanqjunqwon/status/1719020811775099115","@yanqjunqwon"
,"pelvic finesse",,,,,,,,,"id","8",,,"Gojek lang:in","0","0","0","Too brazilpilled tadi pas naek gojek ga sengaja jalan gabayar karena biasanya pake gopay tpi lagi kosong jadi
Aku ngomong ""gopay ya"" 
Trus langsung mlipir
trus diteriakin ""eh mas!""
Terus gue jawab ""Mas o que, tio?"" 😭😭😭","2023-10-30 16:02:00+00:00",,,"https://pbs.twimg.com/profile_images/1717174227554766848/vI9wcFri_400x400.jpg",,,,,,,,,,,,,,,"1719021855590547878",,,,,,"https://twitter.com/dicothylenol/status/1719021855590547878","@dicothylenol"
,"IL",,,,,"@alffogato",,,,"id","0",,,"Gojek lang:in","0","1","0","Pernahnya di gojek, langsung masuk","2023-10-30 15:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1716491837463240704/L-gZNTuF_400x400.jpg",,,,,,,,,,,,,,,"1719018863705354529",,,,,,"https://twitter.com/Rangerbiru/status/1719018863705354529","@Rangerbiru"
,"⛅",,,,,"@the1006project",,,,"de","0",,,"Gojek lang:in","0","0","0","IYA MABA GEDE BANGET KECOAKNYA 😭😭GUE TERIAK DI GOJEK SMP ABANGNYA KAGET TRS BERHENTI DL","2023-10-30 15:43:00+00:00",,,"https://pbs.twimg.com/profile_images/1411246133016285188/N03-rC3W_400x400.jpg",,,,,,,,,,,,,,,"1719017300760891799",,,,,,"https://twitter.com/tamanobor/status/1719017300760891799","@tamanobor"
,"Rifkuy",,,,,"@ndlhrkn",,,,"id","0",,,"Gojek lang:in","0","1","0","Ada abang gojek/grab nad selaw","2023-10-30 15:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1575143919608041472/EfTqsnsw_400x400.jpg",,,,,,,,,,,,,,,"1719017848536989850",,,,,,"https://twitter.com/MuhRifky_S/status/1719017848536989850","@MuhRifky_S"
,"Ptra",,,,,"@Safari96751150","@hrdbacot",,,"id","1",,,"Gojek lang:in","0","2","0","Pasti dong kak, bisa dikirim by gojek/grab/lalamove 😁","2023-10-30 15:51:00+00:00",,,"https://pbs.twimg.com/profile_images/1626974182394462210/eRliAbUg_400x400.jpg",,,,,,,,,,,,,,,"1719019102499754475",,,,,,"https://twitter.com/poetratron/status/1719019102499754475","@poetratron"
,"taedyw",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","tah kemana mana dibawa abang gojek ini aku","2023-10-30 15:39:00+00:00",,,"https://pbs.twimg.com/profile_images/1706285444231790592/VlN65PEU_400x400.jpg",,,,,,,,,,,,,,,"1719016306060722378",,,,,,"https://twitter.com/taedyw/status/1719016306060722378","@taedyw"
,"perwakilan na jaemin",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","iya anjirrr barusan aja gua nyaris kemasukkan abu abang gojek yg lg ngerokok di motor, bener2 gua klakson dan teriakin jgn ngerokok hhhhh sampisssss","2023-10-30 15:45:00+00:00",,,"https://pbs.twimg.com/profile_images/1716081384568360960/ceVfeABy_400x400.jpg",,,,,,,,,,,,,,,"1719017586132939048",,,,,,"https://twitter.com/Alifiacrln/status/1719017586132939048","@Alifiacrln"
,"Merry",,,,,"@dmsnvndr",,,,"so","0",,,"Gojek lang:in","0","1","0","🤣🤣🤣🤣 hahahhaa kaburu aya gojek","2023-10-30 15:39:00+00:00",,,"https://pbs.twimg.com/profile_images/1455102478752440326/lsPWIsDW_400x400.jpg",,,,,,,,,,,,,,,"1719016253204074626",,,,,,"https://twitter.com/U_meerr/status/1719016253204074626","@U_meerr"
,"dea dea dea dea dea dea dea dea dea dea","https://pbs.twimg.com/media/F9oveCBasAAYhJx.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","3","0","keinget pas smp brgkt naik gojek, udh duduk tp tbtb glempang kebelakang, LUPA GRGR APA tp pas itu rill kejadian di depan rumah diliat tetangga, adek, emak, RANDOM PIPEL YG LEWAT JG 😭😭😭","2023-10-30 15:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1714909678172524544/pmd3KMAt_400x400.jpg",,,,,,,,,,,,,,,"1719017884633215289",,,,,,"https://twitter.com/Lumiefairy/status/1719017884633215289","@Lumiefairy"
,"Iqbaleee E Nya Tiga",,,,,"@iqbleee","@zonaojol",,,"id","0",,,"Gojek lang:in","0","0","1","Gojek juga makin kesini jadi seperti tidak punya ""signature"". Dulu copy-paste Grab. Sekarang copy-paste maxim. Mulai dari tarif yg turun (mode hemat) sampai mode nego. Terlampau panik & ingin menguasai semua segmentasi pasar. Fokusnya jadi cuma pengen "" meraup"" Semua pasar","2023-10-30 15:03:00+00:00",,,"https://pbs.twimg.com/profile_images/1441469535484190726/rEt1P57j_400x400.jpg",,,,,,,,,,,,,,,"1719007137991639321",,,,,,"https://twitter.com/iqbleee/status/1719007137991639321","@iqbleee"
,"Muhammad Haritsah",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","jgnkan mahasiswa, warga yg sering mundar mandir atau abg” GOJEK kan kesian bodt. makanya la gk heran dh bnyk kutengok penolakan, apalgi jln bangka itu di tutup baguslah biar sekalian menjerit semua orng wkwkwk smpe tedengar ke pemkab","2023-10-30 15:31:00+00:00",,,"https://pbs.twimg.com/profile_images/1693660013624274945/ROOR3G3Z_400x400.jpg",,,,,,,,,,,,,,,"1719014093578002519",,,,,,"https://twitter.com/pohan230302/status/1719014093578002519","@pohan230302"
,"🌚",,,,,,,,,"lt","0",,,"Gojek lang:in","0","1","0","demi ap paling gasuka naik gojek motor supra😢","2023-10-30 15:32:00+00:00",,,"https://pbs.twimg.com/profile_images/1716508751203827713/ksCSyIU8_400x400.jpg",,,,,,,,,,,,,,,"1719014400869498928",,,,,,"https://twitter.com/dinnihari/status/1719014400869498928","@dinnihari"
,"cia",,,,,,,,,"pl","0",,,"Gojek lang:in","0","0","0","waw knp bnyk yg ngasi kode promo gojek","2023-10-30 15:18:00+00:00",,,"https://pbs.twimg.com/profile_images/1442661096217743361/GOTNqZWT_400x400.jpg",,,,,,,,,,,,,,,"1719010779842945518",,,,,,"https://twitter.com/bubblyychoco_/status/1719010779842945518","@bubblyychoco_"
,"Berselancar",,,,,"@Heraloebss",,,,"id","0",,,"Gojek lang:in","0","0","0","Padahal ya panggil aja tuh temennya yg awal minta offline. Tapi si gojek ini gak mau, berarti JELAS mo MERES konsumen..","2023-10-30 15:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1570775006388580352/v677sBE5_400x400.jpg",,,,,,,,,,,,,,,"1719010428070895736",,,,,,"https://twitter.com/HaveFunenk/status/1719010428070895736","@HaveFunenk"
,"Gloriuslight✨",,,,,"@Destinymyeon","@AlloBankID",,,"id","0",,,"Gojek lang:in","0","1","0","jauhh lumayan, kalo kk ny dari arah bekasi enakan klender aja abis itu naik gojek, tp kalo dr bogor/tanggerang mendingan manggarai trus naik tj koridor 4","2023-10-30 15:15:00+00:00",,,"https://pbs.twimg.com/profile_images/1427627075003899911/BXwNMeJu_400x400.jpg",,,,,,,,,,,,,,,"1719010192657158460",,,,,,"https://twitter.com/apasi_dell/status/1719010192657158460","@apasi_dell"
,"Gloriuslight✨",,,,,"@loey_412","@Destinymyeon","@AlloBankID",,"so","0",,,"Gojek lang:in","0","0","0","iyaa bisaa juga nanti naik gojek","2023-10-30 15:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1427627075003899911/BXwNMeJu_400x400.jpg",,,,,,,,,,,,,,,"1719010330934915218",,,,,,"https://twitter.com/apasi_dell/status/1719010330934915218","@apasi_dell"
,"Pria Paling Beruntung",,,,,"@Heraloebss",,,,"id","0",,,"Gojek lang:in","0","0","0","Ini mah kayaknya modus ya, kayak sengaja menjebak, Korbannya jg cewek2 pula. Next time harus hati2, jangan mau pesen ojol kalo engga pake aplikasi biar lebih safe jg, dan coba install aplikasi jangan cuma 1 ojol, ada Grab, Gojek, Maxim, kalo 1 error, masih ada pilihan lain","2023-10-30 15:29:00+00:00",,,"https://pbs.twimg.com/profile_images/1440313880861818887/OpBLJulK_400x400.jpg",,,,,,,,,,,,,,,"1719013614483644717",,,,,,"https://twitter.com/katasilucky/status/1719013614483644717","@katasilucky"
,"berry🍓",,,,,"@convomfs",,,,"id","0",,,"Gojek lang:in","0","0","0","Gajian bulan Oktober aku pake buat keperluan pribadi, lebih banyak di ongkos tj, kereta sama gojek:"") tapi karena mau pulkam ngga papa deh 400k buat bolak balik hehe","2023-10-30 15:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1572466377021325312/SYW2MwpI_400x400.jpg",,,,,,,,,,,,,,,"1719010337771675966",,,,,,"https://twitter.com/gratefulandlove/status/1719010337771675966","@gratefulandlove"
,"masdan",,,,,"@DNSGRI",,,,"id","0",,,"Gojek lang:in","0","1","0","When ketika driver gojek udah sampe titik jemput, malah kastamernya diajakin grabnow...","2023-10-30 15:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1405615897931247616/6MKeVs9D_400x400.jpg",,,,,,,,,,,,,,,"1719010757021733159",,,,,,"https://twitter.com/lipatanpipi/status/1719010757021733159","@lipatanpipi"
,"Redaksikucom",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","PT GoTo Gojek Tokopedia Tbk (GOTO) - Mempertahankan Fokus: Pendapatan Meningkat Meski Target EBITDA Berada dalam Kendala - News redaksiku.com/news/880/4","2023-10-30 15:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1703645227859451904/38LSuoDm_400x400.jpg",,,,,,,,,,,,,,,"1719010338333729033","https://redaksiku.com/news/880/4",,,,,"https://twitter.com/redaksikucom/status/1719010338333729033","@redaksikucom"
,"gia 🎸",,,,,"@aygippang",,,,"id","0",,,"Gojek lang:in","0","1","0","di aku malah sampe ada iklannya dibanner depan tiap buka gojek","2023-10-30 15:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1697666946995789824/UsmlW2mW_400x400.jpg",,,,,,,,,,,,,,,"1719009387182960907",,,,,,"https://twitter.com/marchofhyune/status/1719009387182960907","@marchofhyune"
,"a",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","akan merelakan 25k ku untuk naik gojek besok pagi 😢😢😢😢","2023-10-30 15:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1714673364487548928/oGDQ4Oa0_400x400.jpg",,,,,,,,,,,,,,,"1719009432967999862",,,,,,"https://twitter.com/kavehdipo/status/1719009432967999862","@kavehdipo"
,"will",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Akhirnyaaaa gojek masuk di bengkulu cokkkkkkkk","2023-10-30 15:29:00+00:00",,,"https://pbs.twimg.com/profile_images/1569022258248843265/13coNFoa_400x400.jpg",,,,,,,,,,,,,,,"1719013705315418597",,,,,,"https://twitter.com/suka_ambya/status/1719013705315418597","@suka_ambya"
,"YANTONG",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Marathon kemarin penuh cobaan:
-ga dapat gojek pas berangkat, akhirnya dianterin Among
-panik cari area drop bag, sampe lupa minum susu yg emg disiapin sebelum lari

Pas di KM 3 udah kelaparan sampe agak bungkuk larinya huhu tapi krn ada temen jd agak terhibur deh 🥲","2023-10-30 15:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1406690632660230147/tkSkwlN2_400x400.jpg",,,,,,,,,,,,,,,"1719009244744458662",,,,,,"https://twitter.com/yantinainggolan/status/1719009244744458662","@yantinainggolan"
,"eL Pedro","https://pbs.twimg.com/media/F9quLUhaYAAZfBh.jpg?format=jpg&name=medium",,,,"@GKadang2","@adhichronique","@doktermarket","@3Le4N012","id","2",,,"Gojek lang:in","0","2","3","Kawan gw jemput customer Maxim, heran kok jaketnya gojek,
Maen 2 pak jawab kawan gw, abis gojek saya sepi

Sekarang mah mas gak orang beduit Mao kagak pasti pilihnya yg murah, jaman lagi susah

🧐","2023-10-30 06:29:00+00:00",,,"https://pbs.twimg.com/profile_images/1706980831938703360/CYleDF-I_400x400.jpg",,,,,,,,,,,,,,,"1718877722150322394",,,,,,"https://twitter.com/3Le4N012/status/1718877722150322394","@3Le4N012"
,"Ghina",,,,,"@MINDPPALACE",,,,"hr","0",,,"Gojek lang:in","0","0","0","WKSKWKKW di gojek pun ttp for union machine strong ☝🏻🤓","2023-10-30 15:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1717703195802378240/xUyCy7LO_400x400.jpg",,,,,,,,,,,,,,,"1719009202000322563",,,,,,"https://twitter.com/notursweetghina/status/1719009202000322563","@notursweetghina"
,"skyaraaa","https://pbs.twimg.com/media/F9slvr-asAAnedg.jpg?format=jpg&name=medium",,,,"@otwwisudaaa","@banjarbase",,,"hr","0",,,"Gojek lang:in","0","1","0","ini,ada di gojek sama grab juaa 
mana rancak promo lagi wkwk","2023-10-30 15:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1719072831462612992/5Z_7cpLx_400x400.jpg",,,,,,,,,,,,,,,"1719009189983650300",,,,,,"https://twitter.com/xavierfar_/status/1719009189983650300","@xavierfar_"
,"Dania🫨",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","mau cerita, jadi hari ini tuh kan super duper cape sekali dan hari pertama dapet juga, pulang kantor jam set9 malem terus pesen gojek dan drivernya ramah banget alias ngajak ngomong terus, karna aku udah cape ditanya2 jadi aku iyain aja semua omongnya","2023-10-30 15:02:00+00:00",,,"https://pbs.twimg.com/profile_images/1708327513074946048/4T4l9mWa_400x400.jpg",,,,,,,,,,,,,,,"1719006788614504621",,,,,,"https://twitter.com/danyakdy/status/1719006788614504621","@danyakdy"
,"vaniiiii",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Tadi naik gojek dan hampir nabrak (bagian belakangnya) mobil, kasi pesan pelan2 pak supir yes/no","2023-10-30 14:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1681312561999003661/uafdRmcy_400x400.jpg",,,,,,,,,,,,,,,"1719003396144075050",,,,,,"https://twitter.com/mightbesambat/status/1719003396144075050","@mightbesambat"
,"Driver Gojek Bumi Sambernyawa",,,,,"@SRT1923",,,,"id","1",,,"Gojek lang:in","0","0","0","Durung gone Ultras, DPP, dan lainnya","2023-10-30 15:01:00+00:00",,,"https://pbs.twimg.com/profile_images/1695797609343188992/YS9Oj82X_400x400.jpg",,,,,,,,,,,,,,,"1719006546942906614",,,,,,"https://twitter.com/drivergojek1923/status/1719006546942906614","@drivergojek1923"
,"Zamir Design",,,,,"@doktermarket","@din0ajah",,,"id","0",,,"Gojek lang:in","0","0","0","wajar. tekanan ekonomi ya gitu. bluebird macet argo jalan terus. lah gojek macet 1 jam jarak 5km, cuma bayar 20rb. apa ga makin panas tuh hati.","2023-10-30 14:44:00+00:00",,,"https://pbs.twimg.com/profile_images/1305720728981889024/4Ys_tuFk_400x400.jpg",,,,,,,,,,,,,,,"1719002397840998794",,,,,,"https://twitter.com/fahen19/status/1719002397840998794","@fahen19"
,"aca",,,,,"@inosukses",,,,"id","0",,,"Gojek lang:in","0","1","0","aku kalo beli nasduk default nya gituu. bahkan di gojek pun gitu kak.. ada yg sambel kacang, ada yg sambel biasa","2023-10-30 14:54:00+00:00",,,"https://pbs.twimg.com/profile_images/1613514015258599424/dLL34Zqy_400x400.jpg",,,,,,,,,,,,,,,"1719004824208015486",,,,,,"https://twitter.com/fluffysoonwoo/status/1719004824208015486","@fluffysoonwoo"
,"ais",,,,,,,,,"id","4",,,"Gojek lang:in","0","1","0","gojek tuh beneran ngabisin duit bgt BGT BGT","2023-10-30 15:07:00+00:00",,,"https://pbs.twimg.com/profile_images/1719015839423414272/rzA-iaYK_400x400.jpg",,,,,,,,,,,,,,,"1719008243303813264",,,,,,"https://twitter.com/mangosparfait/status/1719008243303813264","@mangosparfait"
,"Nara Manuel","https://pbs.twimg.com/media/F9sc79iaoAApYwe.jpg?format=jpg&name=medium","https://pbs.twimg.com/media/F9X3Lq3aAAAqizR.jpg?format=jpg&name=medium",,,,,,,"id","0",,,"Gojek lang:in","0","0","0","#SpookyParty2023 by @tanarajz

wah inimah adegan dewasa yang sering ku lakukan. nangis di toilet kantor, nangis di gojek, nangis pas mau tidur, apalagi macam macam nangis yang belum ku coba.","2023-10-30 14:33:00+00:00",,,"https://pbs.twimg.com/profile_images/1719184483809890304/g4XSzckC_400x400.jpg","#SpookyParty2023",,,,,,,,,,,,,,"1718999501556633989",,,,"tanarajz",,"https://twitter.com/nadeyin/status/1718999501556633989","@nadeyin"
,"Nad (◠‿◠ღ)",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Gojek sekarang ga bisa ngecek rute busway sama jaklingko lagi di go-transit, min??

@gojekindonesia","2023-10-30 14:52:00+00:00",,,"https://pbs.twimg.com/profile_images/1642200709272866816/9JvLe97u_400x400.jpg",,,,,,,,,,,,,,,"1719004279745495375",,,,"gojekindonesia",,"https://twitter.com/hongranghaey/status/1719004279745495375","@hongranghaey"
,"Mas Zone",,,,,,,,,"hr","0",,,"Gojek lang:in","0","0","0","Gojek 👇...","2023-10-30 14:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1718902457416486912/VxpK43Eo_400x400.jpg",,,,,,,,,,,,,,,"1719003728597184818",,,,,,"https://twitter.com/ZoneVenomWar/status/1719003728597184818","@ZoneVenomWar"
,"athena",,,,,"@queerisy",,,,"id","0",,,"Gojek lang:in","0","0","0","Wow itu enak, porsinya ok, ga kemahalan, sering promo juga di gojek, tp kalau makan kebanyakan, lgsg sakit tenggorokan😭😭 apalagi kalau makan satu porsi onion ringnya, tp ttp terus dibeli juga sih☝️🏼😭","2023-10-30 14:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1673401357318115336/C2DP9MBF_400x400.jpg",,,,,,,,,,,,,,,"1719002753719239094",,,,,,"https://twitter.com/rwliable/status/1719002753719239094","@rwliable"
,"Gyra",,,,,"@0tk0il",,,,"hr","0",,,"Gojek lang:in","0","0","0","Kirain mau buat logo gojek","2023-10-30 14:46:00+00:00",,,"https://pbs.twimg.com/profile_images/1707197246805262336/RDh6F6bK_400x400.jpg",,,,,,,,,,,,,,,"1719002738628165834",,,,,,"https://twitter.com/gyraa__/status/1719002738628165834","@gyraa__"
,"dit",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","Dan sesuai dugaan. Dia mengancam bunuh diri, ngelukain diri sendiri, ngancem mau nyamperin gw saat itu jg trus gw dlm hati ""naik ape lu kesini lu kan ga pnya kendaraan :) naik gojek aja lu itung2an wkwkwk""","2023-10-30 14:33:00+00:00",,,"https://pbs.twimg.com/profile_images/1718256573058007040/XUE4WGSL_400x400.jpg",,,,,,,,,,,,,,,"1718999462704767149",,,,,,"https://twitter.com/dibidibidiph/status/1718999462704767149","@dibidibidiph"
,"pahlawand KAWANAN",,,,,"@basaillive",,,,"id","1",,,"Gojek lang:in","0","0","0","Sopir BB dapet pinjaman lunak 😁","2023-10-30 14:29:00+00:00",,,"https://pbs.twimg.com/profile_images/1696818977199259648/VTVQApQ8_400x400.jpg",,,,,,,,,,,,,,,"1718998660422447530",,,,,,"https://twitter.com/typeR_gojek/status/1718998660422447530","@typeR_gojek"
,"💎",,,,,"@Heraloebss",,,,"id","0",,,"Gojek lang:in","0","0","0","driver ojol sebanyak itu ga ada yg mau ambil.. giliran ada penumpang maunya matok harga kayak opang.. gojek/grab tolong gimana inih jadi ga nyaman para penumpang, apalagi beraninya ngajak ribut sama cewe doang. rekrutmennya gimana sih😒","2023-10-30 14:43:00+00:00",,,"https://pbs.twimg.com/profile_images/1686335976132755456/QUVGS5mP_400x400.jpg",,,,,,,,,,,,,,,"1719001993862349025",,,,,,"https://twitter.com/arinichoiyewon/status/1719001993862349025","@arinichoiyewon"
,"Gojeker Mojopahit",,,,,"@bucha76","@lhayesno",,,"id","0",,,"Gojek lang:in","0","1","0","Blm tentu...selama elektabilitasnya tinggi partai manapun pasti siap nampung...","2023-10-30 14:28:00+00:00",,,"https://pbs.twimg.com/profile_images/1058323180740239361/BTB53iIW_400x400.jpg",,,,,,,,,,,,,,,"1718998319027077288",,,,,,"https://twitter.com/DawnGojek/status/1718998319027077288","@DawnGojek"
,"Ksoo version🇵🇸",,,,,"@folkshiit",,,,"id","0",,,"Gojek lang:in","0","0","0","Udah hampir mo pingsan ke dokter sendiri naik gojek, bukan dewasa sih ini emang lebih ke goblok aja people pleaser ga mo ngerepotin org😭","2023-10-30 14:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1718297707532689408/YHus59Mt_400x400.jpg",,,,,,,,,,,,,,,"1718995607602491870",,,,,,"https://twitter.com/szku07/status/1718995607602491870","@szku07"
,"za",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","not my gojek nungguin gua depan pager rumah sampe dibukain sambil nanya “berani ga? ni saya tungguin deh” HAHAHAHA BANG 😭","2023-10-30 14:19:00+00:00",,,"https://pbs.twimg.com/profile_images/1718293789977309184/nq7Bc8D7_400x400.jpg",,,,,,,,,,,,,,,"1718996144339173803",,,,,,"https://twitter.com/____zoyl/status/1718996144339173803","@____zoyl"
,"🕊🐝",,,,,"@discountfess",,,,"id","1",,,"Gojek lang:in","0","0","0","Iyaaahhh anjir, gue yg ga pernah kebagian promo gojek mcd, tbtb minbel 80k diskon 50%, tp gue ga beli sih ga doyan dan ga minat","2023-10-30 14:13:00+00:00",,,"https://pbs.twimg.com/profile_images/1627025753295708167/QW_sWBY1_400x400.jpg",,,,,,,,,,,,,,,"1718994429632192913",,,,,,"https://twitter.com/tinkerbellee19/status/1718994429632192913","@tinkerbellee19"
,"dity ݄*₊˚",,,,,"@lovingjens23",,,,"id","0",,,"Gojek lang:in","0","0","0","gojek mabelasribu gasi cuma😭","2023-10-30 14:19:00+00:00",,,"https://pbs.twimg.com/profile_images/1696908342550204416/LwfcACYp_400x400.jpg",,,,,,,,,,,,,,,"1718996161888198982",,,,,,"https://twitter.com/dearsbt/status/1718996161888198982","@dearsbt"
,"Syi ☆",,,,,,,,,"id","1",,,"Gojek lang:in","0","0","0","Hotways Chicken JAUH lebih enak dari Jatinangor House 💀 abis beli Jatinangor soalnya ada promo Gojek tapi datengnya udah dingin keras bahkan kailan crispynya tuh chewy kayak kol goreng ❓❓❓","2023-10-30 14:23:00+00:00",,,"https://pbs.twimg.com/profile_images/1718999521961869312/6EOCjQJ8_400x400.jpg",,,,,,,,,,,,,,,"1718997107431113094",,,,,,"https://twitter.com/SirensLore/status/1718997107431113094","@SirensLore"
,"iyan ingin menjadi master kalkulus",,,,,"@naiscenez",,,,"id","0",,,"Gojek lang:in","0","2","0","Naila 117 ditungguin gojek","2023-10-30 14:25:00+00:00",,,"https://pbs.twimg.com/profile_images/1719272509022126080/ozltZlgd_400x400.jpg",,,,,,,,,,,,,,,"1718997644285276322",,,,,,"https://twitter.com/eulaheker/status/1718997644285276322","@eulaheker"
,"MUA JABODETABEK MURMER",,,,,"@undipmenfess",,,,"id","0",,,"Gojek lang:in","0","0","0","Sering begini dulu dikira udah pake gopay tau2nya tunai, mana dulu suka gakada cash, saldo pas2an. Soalnya kalo gojek kita udah ngisi gopay gak otomatis via gopay, jadi seringnya suka liat2 dulu baru isi saldo eh lupa diganti. Kalo grab otomatis ovo","2023-10-30 14:20:00+00:00",,,"https://pbs.twimg.com/profile_images/1702894123630698496/f-d7ok5b_400x400.jpg",,,,,,,,,,,,,,,"1718996409016566209",,,,,,"https://twitter.com/ameliamlda_/status/1718996409016566209","@ameliamlda_"
,"aluna",,,,,"@jogmfs",,,,"hr","0",,,"Gojek lang:in","0","0","0","awokaowkaowk pake gojek","2023-10-30 14:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1709899090522447872/aLcgx7F8_400x400.jpg",,,,,,,,,,,,,,,"1718995569975431630",,,,,,"https://twitter.com/pinkieprettiest/status/1718995569975431630","@pinkieprettiest"
,"erl💫",,,,,,,,,"hr","0",,,"Gojek lang:in","0","0","0","gojek kenapa siii plsss😭","2023-10-30 14:11:00+00:00",,,"https://pbs.twimg.com/profile_images/1664859943286218752/aukaWCvc_400x400.jpg",,,,,,,,,,,,,,,"1718994029227262297",,,,,,"https://twitter.com/urcuttiepisces/status/1718994029227262297","@urcuttiepisces"
,"DEWANI",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Eh ovo tuh gabisa di donlot ya histornya kek gojek?","2023-10-30 14:09:00+00:00",,,"https://pbs.twimg.com/profile_images/1719171602058022912/A9lmuQko_400x400.jpg",,,,,,,,,,,,,,,"1718993637818917266",,,,,,"https://twitter.com/heyabraxas/status/1718993637818917266","@heyabraxas"
,"𝐸𝑙.",,,,,"@aesthefuck",,,,"id","0",,,"Gojek lang:in","0","1","0","tinggal gojek ja kena mun disana wkwk","2023-10-30 14:06:00+00:00",,,"https://pbs.twimg.com/profile_images/1719052446067314688/ZSWOYctW_400x400.jpg",,,,,,,,,,,,,,,"1718992691558764788",,,,,,"https://twitter.com/byecurryous/status/1718992691558764788","@byecurryous"
,"😴",,,,,"@_kelip",,,,"id","0",,,"Gojek lang:in","0","1","0","Wkwkwwk seru sih ini, mana pas lagi CTF itu muncul tret orang selingkuh lewat chat gojek","2023-10-30 14:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1674784295574208517/BShljjAg_400x400.jpg",,,,,,,,,,,,,,,"1718993215389647204",,,,,,"https://twitter.com/madrieregal/status/1718993215389647204","@madrieregal"
,"k",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","lucu banget pokonya hari ini ketemu satya di gojek","2023-10-30 14:09:00+00:00",,,"https://pbs.twimg.com/profile_images/1691482998246625280/2sJlG-6n_400x400.jpg",,,,,,,,,,,,,,,"1718993494038233473",,,,,,"https://twitter.com/kylaakyl4/status/1718993494038233473","@kylaakyl4"
,"nuy",,,,,"@BaseBDG",,,,"id","0",,,"Gojek lang:in","0","0","0","btww yang suka kemana-mana pake gojek
aku punya kode voucher yang bisa kalian pake buat goride gocar gofood

kode vc GOJEKNURUL 
cepet2an klaim sebelum kehabisan","2023-10-30 14:04:00+00:00",,,"https://pbs.twimg.com/profile_images/1707357503443623936/xnZhrhvN_400x400.jpg",,,,,,,,,,,,,,,"1718992164909408473",,,,,,"https://twitter.com/boynextd00rgirl/status/1718992164909408473","@boynextd00rgirl"
